NAME,GREEDYTIME,GREEDYCOLORS,LDOCTIME,LDOCCOLORS,IDCTIME,IDCCOLORS,
data/g-10000-10000000.txt,58.753,720,100.705,716,378.467,716
data/g-10000-20000000.txt,130.64,1598,191.559,1594,442.288,1594
data/g-10000-30000000.txt,183.751,2780,255.331,2774,513.687,2774
data/g-10000-40000000.txt,231.953,4585,289.896,4578,575.106,4578
data/g-10000-49995000.txt,285.255,10000,297.753,10000,682.404,10000
