NAME,GREEDYTIME,GREEDYCOLORS,LDOCTIME,LDOCCOLORS,IDCTIME,IDCCOLORS,
data/g-10000-100000.txt,1.008,13,2.065,12,469.19,12
data/g-10000-200000.txt,1.677,21,3.339,19,468.462,19
data/g-10000-300000.txt,2.27,28,4.431,27,465.746,27
data/g-10000-400000.txt,2.883,35,5.569,34,467.242,34
