NAME,GREEDYTIME,GREEDYCOLORS,LDOCTIME,LDOCCOLORS,IDCTIME,IDCCOLORS
data/g-5000-0.txt,0.015,1,0.081,1,27.494,1
data/g-10000-0.txt,0.032,1,0.17,1,118.215,1
data/g-15000-0.txt,0.047,1,0.244,1,267.569,1
data/g-20000-0.txt,0.062,1,0.482,1,478.881,1
